ID,Email,Timestamp,Region,Latitude,Longitude,"Network Category","Network Type",Operator,"RSRP (dBm)","RSRQ (dB)","SINR (dB)","RSSI (dBm)","Cell ID",eNB,TAC,PCI,"Data State",Roaming,"Device Model",Platform,"OS Version","IP Address"
15,Anonymous,"2026-01-30 15:40:16",Unknown,9.0023164,38.7668020,5G,"5G NR (NSA)",,-84,-8,,,1,113955,11243,97,,No,,,,
14,Anonymous,"2026-01-30 15:40:08",Unknown,9.0023164,38.7668020,5G,"5G NR (NSA)",,-85,-8,,,1,113955,11243,97,,No,,,,
13,Anonymous,"2026-01-30 15:40:00",Unknown,9.0023164,38.7668020,5G,"5G NR (NSA)",,-83,-7,,,1,113955,11243,97,,No,,,,
12,Anonymous,"2026-01-30 15:39:58",Unknown,9.0023246,38.7668063,5G,"5G NR (NSA)",,-83,-7,,,1,113955,11243,97,,No,,,,
11,Anonymous,"2026-01-30 15:39:48",Unknown,9.0023246,38.7668063,4G,"4G LTE",,-83,-6,,,1,113955,11243,97,,No,,,,
10,Anonymous,"2026-01-30 15:39:30",Unknown,9.0023246,38.7668063,5G,"5G NR (NSA)",,-85,-7,,,1,113955,11243,97,,No,,,,
9,Anonymous,"2026-01-30 15:39:28",Unknown,9.0023248,38.7668043,5G,"5G NR (NSA)",,-85,-7,,,1,113955,11243,97,,No,,,,
8,Anonymous,"2026-01-30 15:39:14",Unknown,9.0023248,38.7668043,5G,"5G NR (NSA)",,-87,-7,,,1,113955,11243,97,,No,,,,
7,Anonymous,"2026-01-30 15:39:06",Unknown,9.0023248,38.7668043,5G,"5G NR (NSA)",,-88,-7,,,1,113955,11243,97,,No,,,,
5,Anonymous,"2026-01-30 15:38:58",Unknown,9.0023299,38.7668152,5G,"5G NR (NSA)",,-87,-9,,,1,113955,11243,97,,No,,,,
6,Anonymous,"2026-01-30 15:38:58",Unknown,9.0023248,38.7668043,5G,"5G NR (NSA)",,-87,-9,,,1,113955,11243,97,,No,,,,
4,Anonymous,"2026-01-30 15:38:57",Unknown,9.0023299,38.7668152,5G,"5G NR (NSA)",,-79,-5,,,1,113955,11243,97,,No,,,,
3,Anonymous,"2026-01-30 15:38:30",Unknown,9.0023299,38.7668152,5G,"5G NR (NSA)",,-78,-8,,,1,113955,11243,97,,No,,,,
2,Anonymous,"2026-01-30 15:38:20",Unknown,9.0023299,38.7668152,5G,"5G NR (NSA)",,-80,-6,,,1,113955,11243,97,,No,,,,
1,Anonymous,"2026-01-30 15:38:12",Unknown,9.0023299,38.7668152,5G,"5G NR (NSA)",,-82,-7,,,1,113955,11243,97,,No,,,,
